ID,Gender,Ever_Married,Graduated,Spending_Score,Segmentation
462152,Female,No,Yes,Low,B
460384,Female,Yes,Yes,Low,D
461760,Male,Yes,Yes,High,C
461075,Male,Yes,Yes,Average,B
461512,Male,No,Yes,Low,D
465276,Male,Yes,Yes,Average,C
462670,Male,Yes,Yes,Low,A
467270,Female,No,Yes,Low,C
463221,Male,No,No,Low,D
464358,Male,Yes,Yes,Average,B
462181,Female,No,Yes,Low,C
459178,Male,Yes,Yes,High,C
466117,Male,Yes,Yes,Average,C
463683,Female,Yes,Yes,Average,B
462720,Male,Yes,Yes,Low,D
460223,Male,No,No,Low,A
465829,Female,Yes,Yes,Average,A
461523,Male,Yes,Yes,High,B
461099,Female,No,No,Low,A
467405,Female,No,Yes,Low,C
467958,Female,No,Yes,Low,A
467283,Male,Yes,Yes,Average,C
463238,Male,No,No,Low,D
460228,Male,No,No,Low,A
464123,Female,No,Yes,Low,B
467441,Male,No,Yes,Low,A
464110,Male,Yes,Yes,High,B
460943,Male,Yes,Yes,Average,B
467603,Male,Yes,Yes,High,C
460576,Male,Yes,No,High,B
466635,Male,Yes,Yes,Average,C
461085,Female,No,No,Low,A
465850,Female,No,No,Low,D
467694,Male,Yes,Yes,High,C
462497,Male,No,Yes,Low,B
465732,Male,Yes,Yes,Low,D
459759,Female,Yes,Yes,Average,C
465399,Male,No,Yes,Low,B
459107,Male,Yes,Yes,Low,C
461135,Female,No,No,Low,D
462557,Female,Yes,No,Average,C
460769,Female,Yes,No,High,B
465839,Male,No,No,Low,D
463187,Female,Yes,Yes,Low,C
464070,Male,No,Yes,Low,B
462826,Male,No,No,Low,D
462099,Female,Yes,Yes,Average,C
466628,Male,No,No,Low,C
462844,Female,Yes,No,Average,D
463045,Female,Yes,Yes,High,C
462236,Male,No,Yes,Low,C
467429,Female,Yes,Yes,Low,B
460029,Female,Yes,Yes,Average,D
465393,Male,Yes,Yes,Average,C
462091,Male,No,No,Low,D
459860,Male,Yes,No,High,D
461636,Male,No,Yes,Low,C
459431,Male,Yes,No,Low,A
459419,Male,Yes,Yes,Average,B
459806,Female,Yes,No,Average,B
463080,Male,No,No,Low,D
461044,Male,No,No,Low,D
467770,Female,Yes,Yes,High,C
463245,Male,Yes,Yes,Average,A
459281,Male,Yes,Yes,Low,B
458983,Female,Yes,Yes,High,C
459815,Male,No,Yes,Low,A
461038,Female,Yes,Yes,High,B
465287,Male,No,No,Low,D
465313,Male,No,No,Low,B
464529,Male,No,Yes,Low,D
460391,Male,Yes,No,Low,D
464744,Male,Yes,Yes,Low,A
462741,Female,No,Yes,Low,A
460454,Male,No,Yes,Low,B
461506,Male,No,No,Low,D
460207,Male,No,Yes,Low,B
463486,Male,Yes,No,High,D
459736,Female,Yes,Yes,Low,A
467187,Male,Yes,No,Average,C
460247,Female,No,No,Low,D
466384,Female,Yes,Yes,High,B
462763,Male,No,No,Low,D
465660,Male,Yes,Yes,Low,C
461493,Female,Yes,Yes,Average,A
466282,Male,Yes,Yes,Low,A
460111,Male,Yes,Yes,High,C
465305,Male,Yes,No,Low,D
461947,Female,No,Yes,Low,B
465008,Female,Yes,Yes,High,C
459928,Female,No,Yes,Low,B
466639,Male,No,Yes,Low,B
459402,Female,Yes,Yes,Average,C
466470,Male,Yes,Yes,Average,B
465914,Female,No,Yes,Low,B
465675,Female,No,No,Low,A
461815,Male,Yes,Yes,Low,B
461335,Male,Yes,No,High,C
461974,Female,Yes,Yes,Low,A
463267,Male,Yes,No,Low,A
464201,Female,No,No,Low,C
463942,Male,No,No,Low,D
459092,Male,Yes,Yes,High,B
463472,Male,No,No,Low,D
461264,Male,No,No,Low,D
462379,Female,Yes,Yes,Average,C
461554,Male,No,Yes,Low,B
465778,Female,No,No,Low,D
466426,Female,No,Yes,Low,A
466721,Male,Yes,Yes,Average,A
465822,Female,Yes,Yes,Average,B
461779,Female,Yes,Yes,High,B
465537,Female,Yes,Yes,High,A
465044,Female,Yes,Yes,Average,B
459171,Male,Yes,Yes,Average,C
466303,Male,Yes,Yes,High,B
464547,Male,No,Yes,Low,B
462584,Female,Yes,No,Low,D
467399,Male,Yes,Yes,Low,D
462082,Female,No,Yes,Low,C
462575,Male,Yes,No,High,B
459895,Male,Yes,Yes,Average,C
459644,Female,No,No,Low,D
466587,Female,No,No,Low,C
460082,Male,No,Yes,Low,A
461380,Male,Yes,Yes,Average,B
465475,Female,Yes,Yes,Average,B
459883,Male,No,Yes,Low,B
466686,Female,No,No,Low,D
463750,Male,Yes,Yes,Average,C
460327,Female,No,Yes,Low,B
461349,Male,No,Yes,Low,D
465350,Female,No,Yes,Low,A
459473,Male,Yes,No,High,A
460893,Male,No,Yes,Low,A
461665,Male,Yes,Yes,Average,B
461981,Male,No,No,Low,D
467685,Male,Yes,No,High,A
465524,Female,No,Yes,Low,C
464220,Male,Yes,Yes,High,A
463450,Male,No,Yes,Low,B
467481,Male,Yes,Yes,Average,A
465958,Female,No,Yes,Low,D
461384,Male,Yes,Yes,High,A
464478,Female,Yes,No,High,B
465549,Female,No,Yes,Low,D
459267,Female,No,No,Low,A
467293,Male,Yes,Yes,Low,D
461875,Male,No,No,Low,B
463971,Female,Yes,Yes,Average,C
461789,Male,Yes,Yes,High,C
461909,Female,No,No,Low,D
459556,Male,Yes,Yes,Low,D
465244,Male,No,No,Low,D
466937,Male,Yes,No,Average,B
459296,Male,Yes,Yes,Average,C
459352,Male,Yes,Yes,Average,B
461225,Female,No,No,Low,D
464235,Female,Yes,No,Average,C
463212,Male,No,Yes,Low,D
460925,Male,Yes,Yes,Average,C
461189,Male,Yes,No,Low,B
460803,Female,No,No,Low,D
464881,Male,Yes,Yes,Low,C
464694,Female,No,No,Low,A
467161,Female,Yes,Yes,Low,B
466640,Female,No,No,Low,D
464054,Male,Yes,Yes,Average,C
459154,Male,Yes,Yes,High,A
465734,Male,Yes,Yes,Low,A
466612,Female,No,No,Low,D
463282,Male,No,Yes,Low,B
460681,Female,No,Yes,Low,B
466944,Male,Yes,No,Low,A
465376,Female,No,Yes,Low,A
465273,Female,No,Yes,Low,D
465162,Male,Yes,Yes,Average,B
459784,Female,Yes,Yes,High,B
461057,Male,Yes,Yes,High,B
459522,Male,Yes,Yes,Average,B
464910,Female,Yes,Yes,Average,C
462238,Male,Yes,No,Low,A
461826,Male,Yes,Yes,Average,A
461301,Male,Yes,Yes,Average,C
462995,Male,Yes,Yes,Average,C
464331,Female,No,Yes,Low,D
464487,Male,No,No,Low,A
465647,Male,No,Yes,Low,A
463730,Male,No,No,Low,D
467132,Female,Yes,Yes,Low,B
467120,Male,Yes,Yes,Low,B
467802,Female,Yes,Yes,High,C
464985,Female,Yes,Yes,High,C
460224,Female,No,No,Low,B
460303,Female,No,Yes,Low,A
465923,Female,No,Yes,Low,D
461948,Female,Yes,Yes,Average,C
461194,Female,No,No,Low,C
460590,Male,Yes,Yes,Average,B
463291,Male,Yes,Yes,Average,B
466530,Male,No,No,Low,D
461321,Male,Yes,Yes,Low,C
466062,Male,Yes,Yes,Low,B
465252,Female,No,No,Low,D
461031,Male,Yes,No,High,C
467230,Male,No,No,Low,D
465374,Male,Yes,Yes,Average,C
464159,Female,Yes,Yes,Low,B
463064,Male,Yes,No,High,D
462927,Female,No,No,Low,A
459428,Female,No,No,Low,D
463270,Male,Yes,No,Low,A
459921,Male,No,Yes,Low,A
462564,Male,No,Yes,Low,C
462434,Male,Yes,Yes,Average,C
463625,Male,Yes,No,Average,A
465871,Male,No,No,Low,A
461131,Male,Yes,Yes,High,A
463151,Male,Yes,Yes,Low,A
459794,Male,Yes,Yes,Low,B
462770,Male,No,No,Low,D
467590,Male,No,Yes,Low,A
465004,Male,No,Yes,Low,D
464851,Male,No,No,Low,D
467383,Female,Yes,Yes,High,B
466277,Male,No,No,Low,D
462115,Male,No,No,Low,D
463958,Female,No,No,Low,C
460023,Male,Yes,Yes,Low,A
460085,Female,No,Yes,Low,D
463930,Male,Yes,Yes,Average,C
463458,Male,Yes,Yes,Average,B
467147,Male,No,Yes,Low,A
461930,Female,No,Yes,Low,A
464398,Male,Yes,No,Low,D
461133,Male,No,No,Low,D
466382,Female,Yes,Yes,High,B
466914,Male,Yes,Yes,Low,D
459986,Male,Yes,Yes,Low,B
465102,Male,Yes,Yes,High,B
459209,Female,No,No,Low,C
464174,Female,No,Yes,Low,D
461516,Male,Yes,Yes,Average,A
463252,Male,Yes,Yes,Average,B
462795,Male,No,No,Low,A
461927,Male,No,No,Low,C
467337,Male,Yes,Yes,Average,C
465645,Female,No,Yes,Low,C
465844,Female,No,Yes,Low,D
460425,Female,No,No,Low,A
461181,Male,No,No,Low,D
461290,Male,No,No,Low,D
460256,Male,No,Yes,Low,B
466825,Female,Yes,Yes,Low,A
464051,Male,Yes,Yes,Average,C
464643,Female,Yes,No,High,A
467239,Female,No,No,Low,D
461113,Female,No,No,Low,D
466980,Male,Yes,Yes,High,A
463663,Female,No,Yes,Low,A
466077,Male,Yes,Yes,High,A
462641,Female,Yes,No,Average,D
460520,Female,No,Yes,Low,C
466429,Male,Yes,No,Low,A
460161,Male,No,Yes,Low,B
461579,Female,Yes,Yes,High,C
467155,Male,Yes,No,High,B
460746,Male,No,No,Low,A
464901,Male,Yes,No,High,A
462685,Female,No,No,Low,D
464238,Male,Yes,Yes,High,A
466135,Male,Yes,Yes,Low,B
465196,Female,No,Yes,Low,D
463110,Male,Yes,No,High,A
461549,Female,Yes,Yes,Average,B
463820,Male,Yes,Yes,High,C
462819,Male,Yes,Yes,Average,C
462456,Male,No,No,Low,D
467909,Female,No,Yes,Low,A
463391,Male,Yes,Yes,Low,B
467211,Female,Yes,Yes,Low,B
462256,Female,Yes,Yes,Average,B
459491,Female,Yes,Yes,Average,C
464664,Male,Yes,No,Average,B
459925,Male,Yes,No,High,D
459412,Male,Yes,Yes,Average,B
463224,Male,Yes,Yes,High,B
459066,Male,Yes,Yes,High,C
463714,Male,Yes,No,Average,C
462052,Male,Yes,Yes,Low,C
463304,Female,No,Yes,Low,A
463521,Male,Yes,Yes,High,A
464703,Male,Yes,No,Average,A
463542,Female,Yes,No,High,A
463425,Male,Yes,No,Low,D
465353,Male,Yes,Yes,Average,C
459696,Male,Yes,Yes,Average,B
462147,Female,Yes,Yes,Low,A
460815,Male,Yes,Yes,High,A
463413,Male,Yes,No,Average,A
460481,Male,No,Yes,Low,B
463336,Female,Yes,No,Low,B
462485,Female,Yes,No,Low,A
465676,Female,Yes,Yes,Average,B
459357,Male,Yes,No,Low,D
464428,Female,Yes,Yes,Average,A
465341,Male,No,Yes,Low,D
463295,Male,No,No,Low,A
467750,Male,Yes,Yes,Average,C
461877,Female,No,Yes,Low,B
467793,Male,No,No,Low,D
466816,Male,Yes,Yes,High,B
462271,Male,Yes,Yes,Average,B
463677,Male,Yes,No,High,C
461400,Male,No,No,Low,D
466140,Male,Yes,Yes,Low,A
463435,Female,No,Yes,Low,D
463858,Male,Yes,No,Average,C
459777,Male,Yes,No,Low,A
463545,Female,No,Yes,Low,D
462188,Female,Yes,No,Average,B
465966,Male,No,Yes,Low,B
464869,Male,Yes,Yes,Low,A
459564,Male,Yes,Yes,Low,A
459099,Male,Yes,Yes,Average,A
459559,Female,Yes,No,Average,D
461054,Female,No,No,Low,D
465994,Male,No,No,Low,D
461243,Male,Yes,Yes,Low,D
464163,Male,Yes,Yes,High,C
459781,Male,No,No,Low,A
462021,Male,Yes,No,Low,A
464004,Female,Yes,No,Low,D
459918,Female,No,Yes,Low,B
463783,Female,No,No,Low,C
465725,Male,No,Yes,Low,A
466022,Female,Yes,No,High,B
462086,Male,No,Yes,Low,B
459627,Male,No,Yes,Low,A
462524,Female,Yes,Yes,Low,C
462764,Male,No,No,Low,D
462907,Male,No,No,Low,D
464766,Female,Yes,No,Average,B
467608,Male,No,Yes,Low,D
467763,Female,No,Yes,Low,B
467972,Male,No,No,Low,D
459484,Female,Yes,Yes,Average,A
459622,Female,No,Yes,Low,B
462023,Female,Yes,No,Low,A
461484,Female,No,Yes,Low,C
459020,Female,Yes,Yes,Average,C
466028,Male,Yes,Yes,Average,B
460362,Male,Yes,Yes,Low,D
464171,Female,Yes,Yes,Low,C
465144,Male,No,Yes,Low,A
461861,Female,No,Yes,Low,C
467843,Female,No,No,Low,D
459017,Male,Yes,Yes,High,C
463606,Male,No,No,Low,C
467871,Female,No,No,Low,B
461730,Male,Yes,Yes,Low,B
467514,Male,No,Yes,Low,D
460529,Male,No,No,Low,C
463169,Female,Yes,Yes,Low,D
460646,Male,Yes,Yes,Low,C
460102,Male,Yes,Yes,High,B
460490,Female,No,No,Low,D
459511,Male,Yes,No,Low,A
466601,Male,Yes,Yes,Average,C
467616,Male,Yes,Yes,Low,A
459811,Female,Yes,Yes,High,C
460087,Female,Yes,Yes,Average,B
466723,Female,No,No,Low,A
461580,Female,No,Yes,Low,C
465026,Female,No,No,Low,A
465825,Female,Yes,No,Average,A
467844,Male,No,Yes,Low,D
463348,Female,Yes,Yes,Low,A
466314,Male,No,No,Low,D
462518,Female,No,No,Low,A
459601,Female,No,No,Low,D
461806,Male,No,Yes,Low,D
459584,Female,No,No,Low,D
463133,Male,Yes,No,Average,C
459856,Male,Yes,No,Average,B
460986,Male,No,Yes,Low,A
465360,Female,Yes,Yes,Average,C
466869,Male,Yes,Yes,Low,D
465884,Male,Yes,Yes,High,D
459300,Female,Yes,Yes,Low,C
461485,Male,Yes,No,Average,C
466579,Male,No,No,Low,D
467706,Female,Yes,Yes,Average,A
463125,Male,No,No,Low,B
463673,Male,No,Yes,Low,B
465899,Female,No,Yes,Low,B
459703,Male,Yes,Yes,Low,A
464317,Male,Yes,Yes,Average,C
465093,Male,Yes,Yes,Low,C
464361,Male,Yes,Yes,Average,C
459299,Male,No,Yes,Low,B
462334,Male,No,Yes,Low,B
459989,Male,Yes,Yes,Average,B
464757,Female,Yes,No,Average,A
462293,Male,No,No,Low,D
462638,Female,No,Yes,Low,D
464820,Female,No,No,Low,B
465709,Male,Yes,Yes,Average,C
462277,Male,Yes,Yes,Average,B
465223,Male,Yes,Yes,Average,C
464776,Female,Yes,No,Average,B
465228,Male,Yes,Yes,High,C
461368,Male,No,Yes,Low,D
460698,Female,Yes,No,Average,B
460435,Female,Yes,Yes,Low,B
465080,Male,Yes,Yes,Average,C
459272,Female,Yes,Yes,High,C
466578,Male,No,No,Low,B
466646,Female,Yes,Yes,Low,B
466408,Male,Yes,Yes,Low,A
460948,Male,Yes,Yes,Low,B
462244,Male,Yes,No,High,B
459410,Female,Yes,Yes,High,B
466668,Female,Yes,Yes,Low,B
467437,Female,Yes,Yes,High,B
465267,Male,Yes,No,Average,B
464465,Female,Yes,Yes,Average,B
463849,Female,Yes,No,Low,B
467191,Female,Yes,No,Average,B
460970,Male,No,No,Low,B
463943,Male,No,Yes,Low,C
463778,Female,No,No,Low,A
462792,Male,Yes,No,Average,A
459739,Male,Yes,No,High,D
462894,Male,Yes,Yes,Average,C
465963,Male,Yes,Yes,Low,B
466791,Male,Yes,No,Low,A
460807,Male,No,No,Low,D
462328,Male,No,No,Low,D
460618,Male,Yes,Yes,Low,C
460041,Female,Yes,No,Average,A
466840,Male,No,No,Low,D
461585,Male,No,Yes,Low,A
462570,Female,No,No,Low,D
461845,Female,Yes,Yes,Average,C
465182,Female,No,Yes,Low,A
463868,Male,Yes,No,Average,B
464028,Female,No,No,Low,D
466438,Female,No,Yes,Low,A
462196,Male,Yes,No,Average,B
463043,Female,Yes,Yes,High,C
464316,Male,Yes,Yes,Average,C
466595,Male,Yes,Yes,High,C
465240,Male,Yes,Yes,High,D
467303,Male,Yes,Yes,Average,C
465388,Female,No,Yes,Low,D
462014,Female,No,Yes,Low,B
465401,Female,Yes,Yes,Low,B
461096,Female,No,No,Low,B
462801,Male,Yes,Yes,Average,B
463829,Female,Yes,Yes,Average,C
459770,Female,Yes,Yes,Average,A
461421,Male,Yes,Yes,Average,B
463737,Male,No,Yes,Low,C
462433,Female,Yes,Yes,Average,B
465311,Male,No,No,Low,D
464804,Male,Yes,No,Low,A
464721,Male,Yes,Yes,Average,B
465131,Female,Yes,No,Low,C
467371,Male,No,Yes,Low,B
459004,Female,Yes,Yes,High,C
465290,Male,Yes,Yes,High,B
464165,Female,No,No,Low,A
462502,Male,No,No,Low,A
467572,Male,Yes,Yes,Average,A
464117,Male,Yes,Yes,High,C
461688,Male,Yes,Yes,High,C
467148,Male,No,Yes,Low,A
460130,Male,No,Yes,Low,A
462425,Male,No,Yes,Low,A
460326,Female,Yes,Yes,Low,B
465903,Female,No,Yes,Low,B
461961,Female,Yes,Yes,Low,B
467855,Male,Yes,Yes,Low,D
459213,Female,No,Yes,Low,A
461120,Male,No,No,Low,D
467927,Male,No,Yes,Low,A
466908,Male,Yes,Yes,Low,A
461042,Male,No,No,Low,D
466497,Male,No,Yes,Low,D
465027,Male,Yes,Yes,Low,B
463550,Female,Yes,Yes,Average,C
462943,Male,Yes,Yes,High,B
462954,Female,Yes,Yes,Low,A
463567,Male,Yes,Yes,Average,B
466124,Female,No,Yes,Low,B
463354,Male,Yes,Yes,High,D
463461,Male,No,No,Low,A
465586,Male,Yes,No,Low,B
466178,Female,Yes,Yes,Average,C
461929,Male,Yes,Yes,Low,A
465752,Male,Yes,Yes,Average,C
462931,Male,Yes,No,Average,D
467853,Female,Yes,Yes,Average,C
467277,Male,No,Yes,Low,A
459049,Male,Yes,Yes,High,B
464098,Female,No,No,Low,A
459438,Female,Yes,Yes,High,C
466815,Male,No,No,Low,C
459747,Female,Yes,Yes,Average,C
461014,Male,No,No,Low,D
462007,Female,Yes,Yes,Average,C
465446,Female,No,Yes,Low,A
461416,Female,No,Yes,Low,B
463089,Male,Yes,Yes,High,C
463373,Male,Yes,Yes,Low,A
461910,Male,Yes,Yes,Average,B
465470,Female,Yes,No,Average,C
465985,Male,No,Yes,Low,D
462715,Female,Yes,Yes,High,B
461925,Female,No,Yes,Low,C
465743,Female,Yes,Yes,Average,C
463675,Male,Yes,No,Low,A
459712,Male,No,No,Low,D
464305,Female,Yes,Yes,High,C
467178,Female,Yes,No,High,C
464185,Male,Yes,Yes,High,A
467082,Female,Yes,Yes,High,C
459948,Female,No,Yes,Low,B
465991,Female,No,Yes,Low,D
465407,Female,No,Yes,Low,D
466225,Male,No,No,Low,D
465321,Male,Yes,Yes,Low,A
461843,Female,Yes,Yes,High,C
465935,Male,No,Yes,Low,A
463758,Male,No,No,Low,C
464651,Female,Yes,No,Average,D
467085,Male,No,Yes,Low,A
463965,Male,No,Yes,Low,A
467156,Male,Yes,Yes,Low,B
461347,Female,Yes,Yes,Average,B
462113,Female,Yes,Yes,High,C
461299,Female,Yes,Yes,High,C
466760,Male,Yes,Yes,Average,A
459760,Female,Yes,Yes,Low,A
463972,Male,Yes,Yes,Low,C
462051,Male,No,No,Low,D
467431,Male,Yes,Yes,Average,C
463466,Male,No,No,Low,D
460479,Female,No,No,Low,A
461033,Male,Yes,Yes,Average,C
460839,Male,No,No,Low,D
462426,Female,Yes,Yes,Average,C
461431,Male,Yes,Yes,Average,C
461121,Male,No,No,Low,D
467149,Male,Yes,Yes,Average,A
461809,Male,No,Yes,Low,D
463793,Male,No,No,Low,A
460168,Male,Yes,Yes,High,C
463931,Male,Yes,Yes,Average,C
463046,Female,Yes,No,Low,A
465377,Male,Yes,Yes,Average,A
460020,Male,Yes,Yes,Average,C
461878,Male,No,Yes,Low,D
465802,Male,Yes,Yes,Low,C
466956,Female,Yes,Yes,Low,B
462559,Female,Yes,Yes,Average,C
464811,Female,Yes,No,Average,B
467260,Male,No,No,Low,D
458994,Male,Yes,Yes,Average,C
459772,Female,Yes,Yes,Average,C
464895,Male,No,No,Low,C
460625,Female,No,No,Low,D
465263,Male,Yes,Yes,High,C
461147,Male,Yes,Yes,Low,C
462441,Female,No,No,Low,D
459828,Female,Yes,No,Average,D
460328,Female,No,Yes,Low,A
466448,Female,No,Yes,Low,B
463556,Male,Yes,Yes,Low,D
461109,Male,No,Yes,Low,D
460557,Female,No,Yes,Low,C
466066,Female,No,Yes,Low,C
459457,Male,Yes,Yes,Low,A
464404,Male,No,Yes,Low,A
463538,Male,Yes,No,High,B
459613,Male,No,Yes,Low,D
466588,Female,No,No,Low,D
460112,Male,Yes,Yes,Average,C
466744,Female,Yes,Yes,Average,C
461821,Female,No,No,Low,C
463993,Female,Yes,Yes,Average,B
467779,Male,Yes,Yes,Average,C
461144,Female,No,No,Low,B
464308,Female,Yes,Yes,High,B
459819,Male,Yes,Yes,High,B
464509,Male,Yes,Yes,High,C
464061,Male,Yes,Yes,Average,B
466064,Female,Yes,No,Average,A
461999,Male,No,Yes,Low,B
466913,Male,Yes,Yes,Low,A
462627,Male,Yes,No,Average,D
465765,Male,Yes,No,Average,B
460245,Female,Yes,Yes,Low,B
460158,Female,No,No,Low,D
460703,Female,Yes,Yes,Average,D
465625,Male,No,Yes,Low,C
466857,Female,No,No,Low,D
466828,Male,Yes,Yes,High,B
464679,Male,Yes,Yes,Average,C
464145,Female,No,No,Low,D
465543,Female,Yes,Yes,Average,A
467630,Male,Yes,No,Low,D
465726,Male,No,No,Low,D
459645,Male,Yes,Yes,Average,B
465521,Female,Yes,Yes,Average,C
460300,Female,Yes,Yes,Low,D
466821,Male,No,Yes,Low,D
466367,Female,No,Yes,Low,B
464898,Male,No,Yes,Low,C
459477,Female,No,No,Low,D
464698,Male,Yes,Yes,Low,A
462712,Male,No,Yes,Low,D
465632,Male,No,Yes,Low,A
460735,Male,Yes,Yes,Average,A
467812,Male,No,Yes,Low,B
464950,Male,No,No,Low,D
459562,Male,Yes,No,Average,C
464839,Female,No,No,Low,D
465959,Female,No,Yes,Low,A
463624,Male,Yes,Yes,High,C
466227,Male,Yes,Yes,Average,C
463056,Male,Yes,Yes,Average,A
465334,Female,Yes,No,Average,A
460595,Male,Yes,No,Low,D
461618,Female,Yes,Yes,High,C
464955,Female,Yes,No,Average,B
459642,Male,Yes,Yes,High,B
460844,Male,Yes,Yes,Low,A
463188,Female,Yes,Yes,Low,C
463889,Female,No,Yes,Low,D
459509,Male,No,Yes,Low,D
464838,Male,No,No,Low,D
462134,Male,Yes,No,Low,D
464635,Male,Yes,Yes,High,B
465213,Male,Yes,Yes,Average,B
460317,Male,No,No,Low,D
460196,Female,No,Yes,Low,D
463643,Female,No,Yes,Low,A
459285,Male,No,Yes,Low,A
464558,Male,No,Yes,Low,D
463950,Male,No,No,Low,D
464657,Male,No,No,Low,D
461922,Male,Yes,No,High,B
465421,Female,No,No,Low,A
463617,Male,No,No,Low,D
461574,Female,Yes,Yes,Average,C
467638,Male,Yes,Yes,Average,C
460762,Female,No,No,Low,D
467568,Male,No,Yes,Low,A
462623,Male,No,No,Low,D
459762,Female,Yes,Yes,Average,B
460408,Female,No,Yes,Low,A
461089,Male,No,No,Low,B
466866,Male,Yes,No,Average,A
467781,Male,Yes,Yes,High,D
467867,Female,No,No,Low,D
459309,Female,Yes,Yes,High,B
465040,Male,Yes,No,Average,A
462387,Female,Yes,Yes,Low,A
459621,Female,No,No,Low,D
463646,Male,Yes,No,Average,B
462810,Male,Yes,No,High,C
460065,Female,Yes,Yes,Average,C
463999,Female,No,No,Low,C
461785,Female,Yes,Yes,Average,C
461238,Female,Yes,Yes,Low,A
464200,Female,No,No,Low,D
465819,Female,No,Yes,Low,A
462018,Male,No,No,Low,D
459275,Female,No,No,Low,D
461498,Female,No,No,Low,D
461894,Female,Yes,Yes,Average,C
461176,Female,Yes,No,Average,B
460759,Male,Yes,No,Low,B
460570,Male,No,Yes,Low,C
463928,Male,Yes,Yes,Low,A
465753,Female,Yes,Yes,Low,C
467354,Male,Yes,Yes,Low,A
467326,Female,No,Yes,Low,C
461331,Male,Yes,Yes,High,C
462744,Male,Yes,Yes,Average,B
461436,Male,Yes,Yes,Average,C
463057,Female,No,No,Low,D
467609,Male,No,No,Low,A
466451,Male,Yes,Yes,Low,A
463680,Female,No,No,Low,A
463589,Female,No,No,Low,D
460459,Female,No,No,Low,D
459128,Female,Yes,No,High,B
464957,Female,Yes,No,Low,A
464835,Male,No,No,Low,D
466428,Female,No,No,Low,D
466210,Female,Yes,Yes,High,C
462351,Male,Yes,No,High,C
460015,Female,Yes,No,Low,D
463355,Female,Yes,Yes,Average,C
465354,Male,No,No,Low,C
464373,Female,No,Yes,Low,B
459611,Female,No,No,Low,D
466487,Female,No,Yes,Low,A
462166,Male,Yes,Yes,Low,C
461056,Female,Yes,Yes,High,C
461488,Male,Yes,Yes,Average,C
465745,Male,Yes,Yes,Low,C
464415,Male,Yes,No,Low,A
462727,Female,Yes,No,High,A
463268,Female,Yes,No,Low,A
462085,Female,No,Yes,Low,D
465226,Male,Yes,No,Low,A
461465,Male,Yes,Yes,Average,A
461409,Male,Yes,No,High,B
467791,Male,No,No,Low,D
463761,Male,Yes,Yes,Average,A
466098,Male,Yes,Yes,High,A
460471,Female,No,No,Low,D
465783,Male,No,No,Low,D
467796,Female,No,No,Low,A
464859,Female,Yes,Yes,Average,B
467386,Male,No,No,Low,D
461984,Male,Yes,Yes,Average,C
467205,Female,No,Yes,Low,C
464525,Male,No,Yes,Low,D
467103,Male,No,Yes,Low,A
461067,Male,No,No,Low,D
462569,Female,No,No,Low,D
462069,Male,Yes,Yes,Average,B
465614,Male,Yes,Yes,Low,C
464822,Male,Yes,No,Average,A
460252,Male,Yes,Yes,Low,A
466603,Male,Yes,Yes,Average,C
462884,Female,Yes,No,Low,B
462418,Male,Yes,No,Average,C
465699,Female,No,No,Low,D
466488,Male,Yes,Yes,Average,C
462783,Female,No,No,Low,D
467063,Male,Yes,Yes,Average,B
461919,Male,No,Yes,Low,A
461844,Male,Yes,No,Average,C
460600,Female,No,Yes,Low,A
462636,Female,Yes,No,Low,D
464981,Male,Yes,Yes,Average,C
466034,Female,Yes,No,Low,B
461078,Female,No,No,Low,A
465664,Female,Yes,Yes,Low,A
467037,Male,Yes,No,High,C
465474,Male,No,No,Low,D
459158,Male,No,No,Low,D
461545,Female,Yes,Yes,Low,B
464397,Female,Yes,Yes,Average,C
464003,Male,No,No,Low,D
466221,Male,Yes,Yes,Low,B
465172,Female,Yes,Yes,Average,C
460621,Male,Yes,Yes,Low,C
467702,Male,Yes,Yes,Low,D
461036,Female,No,No,Low,D
460376,Female,No,Yes,Low,C
467348,Female,Yes,Yes,Average,D
462595,Female,No,Yes,Low,D
461195,Male,No,No,Low,D
466353,Female,Yes,Yes,Average,B
466464,Female,Yes,Yes,Average,B
466287,Female,Yes,Yes,Average,A
462035,Female,No,Yes,Low,C
463082,Male,No,Yes,Low,D
463600,Male,No,No,Low,B
463679,Male,No,No,Low,D
465812,Male,Yes,No,Average,A
465048,Male,Yes,Yes,Average,C
460025,Female,No,Yes,Low,D
466764,Male,Yes,Yes,High,C
462125,Male,Yes,No,Average,D
459551,Female,Yes,No,Low,B
467152,Male,Yes,No,Low,A
461174,Female,No,No,Low,B
466420,Male,No,Yes,Low,B
460051,Male,No,Yes,Low,A
463144,Male,Yes,Yes,High,C
465438,Male,No,Yes,Low,D
460438,Male,Yes,No,High,B
459032,Male,No,No,Low,A
461199,Female,No,Yes,Low,D
462061,Male,No,No,Low,B
467623,Male,Yes,Yes,High,A
466119,Female,Yes,No,Low,B
460952,Male,Yes,No,Average,A
459024,Male,Yes,Yes,Average,C
461632,Male,No,Yes,Low,D
464010,Male,No,No,Low,C
464405,Male,No,Yes,Low,D
459189,Male,No,No,Low,C
466972,Male,Yes,Yes,Low,A
467072,Male,Yes,No,High,C
462448,Male,No,No,Low,D
467078,Female,Yes,No,High,C
460437,Female,No,Yes,Low,A
463830,Female,No,Yes,Low,D
463475,Female,Yes,Yes,Low,B
462237,Female,No,No,Low,D
460184,Male,No,No,Low,D
